TICKER,DATE,TYPE,RATE,QUANTITY
BALKRISIND.NS,1/6/21,SELL,1670,6
BATAINDIA.NS,1/6/21,SELL,1650,4
BATAINDIA.NS,1/6/21,SELL,1669,6
BHARTIARTL.NS,1/6/21,SELL,530,30
CAPLIPOINT.NS,1/6/21,BUY,507,20
CAPLIPOINT.NS,1/6/21,SELL,504,20
CONCOR.NS,1/6/21,SELL,430,50
CUMMINSIND.NS,1/6/21,SELL,610,20
EIDPARRY.NS,1/6/21,BUY,342,50
FEDERALBNK.NS,1/6/21,SELL,73.8,125
FEDERALBNK.NS,1/6/21,SELL,72,125
GMMPFAUDLR.NS,1/6/21,SELL,3870,3
IDFCFIRSTB.NS,1/6/21,BUY,40.25,125
IDFCFIRSTB.NS,1/6/21,BUY,40.25,125
IDFCFIRSTB.NS,1/6/21,BUY,40.25,100
IDFCFIRSTB.NS,1/6/21,BUY,40.25,150
INFY.NS,1/6/21,SELL,1272,5
JKCEMENT.NS,1/6/21,SELL,2150,7
KOTAKBANK.NS,1/6/21,BUY,1960,10
KOTAKBANK.NS,1/6/21,SELL,1964,10
KSCL.NS,1/6/21,BUY,534,20
METROPOLIS.NS,1/6/21,BUY,2081,5
METROPOLIS.NS,1/6/21,BUY,2081,5
MGL.NS,1/6/21,SELL,1105,5
ONGC.NS,1/6/21,SELL,96.8,160
SHILPAMED.NS,1/6/21,SELL,443,25
TATAELXSI.NS,1/6/21,SELL,2085,1
VINATIORGA.NS,1/6/21,SELL,1320,20
ACC.NS,1/7/21,BUY,1684,15
AMBUJACEM.NS,1/7/21,BUY,262,40
AMBUJACEM.NS,1/7/21,BUY,262,160
EIDPARRY.NS,1/7/21,BUY,338,50
EIDPARRY.NS,1/7/21,BUY,338,50
ESCORTS.NS,1/7/21,BUY,1320,10
IDFCFIRSTB.NS,1/7/21,BUY,42.8,300
IDFCFIRSTB.NS,1/7/21,SELL,44,300
IDFCFIRSTB.NS,1/7/21,SELL,46,100
INFY.NS,1/7/21,BUY,1270,5
INFY.NS,1/7/21,BUY,1270,5
KOTAKBANK.NS,1/7/21,BUY,1967,10
KOTAKBANK.NS,1/7/21,BUY,1960,5
ONGC.NS,1/7/21,BUY,97.2,110
PIIND.NS,1/7/21,BUY,2205,5
PIIND.NS,1/7/21,BUY,2182,5
RELIANCE.NS,1/7/21,SELL,1930,5
RELIANCE.NS,1/7/21,BUY,1930,5
ALKYLAMINE.NS,1/8/21,BUY,4720,1
CONCOR.NS,1/8/21,BUY,436,25
KOTAKBANK.NS,1/8/21,BUY,1959,5
LUPIN.NS,1/8/21,SELL,1030,15
PIIND.NS,1/8/21,BUY,2200,5
RITES.NS,1/8/21,BUY,276,20
UPL.NS,1/8/21,BUY,498,20
VINATIORGA.NS,1/8/21,SELL,1337,5
ACC.NS,1/11/21,SELL,1763,15
AMBUJACEM.NS,1/11/21,SELL,268.8,160
KSCL.NS,1/11/21,BUY,541,20
METROPOLIS.NS,1/11/21,SELL,2160,5
SOBHA.NS,1/11/21,BUY,472,22
SUNTECK.NS,1/11/21,BUY,371,50
VAIBHAVGBL.NS,1/11/21,BUY,2560,2
DRREDDY.NS,1/12/21,SELL,5270,2
HDFCBANK.NS,1/12/21,SELL,1450,7
KOTAKBANK.NS,1/12/21,BUY,1917,5
KSCL.NS,1/12/21,SELL,564,20
KSCL.NS,1/12/21,SELL,560,20
MCX.NS,1/12/21,BUY,1701,6
RELIANCE.NS,1/12/21,BUY,1950,10
RITES.NS,1/12/21,SELL,266,20
ALKYLAMINE.NS,1/13/21,SELL,4814,1
BHARTIARTL.NS,1/13/21,SELL,593,18
BHARTIARTL.NS,1/13/21,SELL,590,30
COALINDIA.NS,1/13/21,BUY,145,70
CONCOR.NS,1/13/21,SELL,447,25
DEEPAKNTR.NS,1/13/21,BUY,1015,10
EIDPARRY.NS,1/13/21,SELL,351,50
ESCORTS.NS,1/13/21,SELL,1378,20
HDFC.NS,1/13/21,BUY,2658,4
HEROMOTOCO.NS,1/13/21,BUY,3217,4
IDFCFIRSTB.NS,1/13/21,SELL,47.5,150
INFY.NS,1/13/21,SELL,1367,5
IPCALAB.NS,1/13/21,BUY,2117,3
ITC.NS,1/13/21,SELL,205,20
KOTAKBANK.NS,1/13/21,BUY,1898,10
TATASTEEL.NS,1/13/21,BUY,700,15
UPL.NS,1/13/21,SELL,500,20
VAIBHAVGBL.NS,1/13/21,BUY,2566,2
AARTIIND.NS,1/14/21,BUY,1257,10
ASHIANA.NS,1/14/21,SELL,101.5,100
DEEPAKNTR.NS,1/14/21,SELL,1021,10
EIDPARRY.NS,1/14/21,SELL,347,50
GODFRYPHLP.NS,1/14/21,SELL,997,10
HDFC.NS,1/14/21,BUY,2660,4
HDFCBANK.NS,1/14/21,SELL,1470,3
INFY.NS,1/14/21,SELL,1333,5
ITC.NS,1/14/21,BUY,213,100
KSCL.NS,1/14/21,SELL,550,20
MCX.NS,1/14/21,BUY,1710,10
METROPOLIS.NS,1/14/21,SELL,2163,5
UPL.NS,1/14/21,SELL,503,12
HDFC.NS,1/15/21,BUY,2650,4
ASIANPAINT.NS,1/18/21,BUY,2559,2
ASIANPAINT.NS,1/18/21,BUY,2559,2
BANDHANBNK.NS,1/18/21,BUY,365,30
BRITANNIA.NS,1/18/21,BUY,3650,4
EIDPARRY.NS,1/18/21,SELL,338,50
ESCORTS.NS,1/18/21,SELL,1295,6
GRANULES.NS,1/18/21,SELL,348,20
HDFC.NS,1/18/21,BUY,2580,4
ITC.NS,1/18/21,BUY,218,70
ITC.NS,1/18/21,BUY,219,70
JUBLFOOD.NS,1/18/21,BUY,2805,4
KSCL.NS,1/18/21,SELL,541,10
LUPIN.NS,1/18/21,SELL,1071,12
PFIZER.NS,1/18/21,SELL,4954,1
RELIANCE.NS,1/18/21,SELL,1995,5
RELIANCE.NS,1/18/21,SELL,1990,5
UPL.NS,1/18/21,SELL,558,12
VAIBHAVGBL.NS,1/18/21,SELL,2560,4
ADVENZYMES.NS,1/19/21,SELL,323,30
ASIANPAINT.NS,1/19/21,BUY,2645,2
ASIANPAINT.NS,1/19/21,BUY,2645,4
ASIANPAINT.NS,1/19/21,SELL,2640,2
BANDHANBNK.NS,1/19/21,BUY,362,30
CASTROLIND.NS,1/19/21,BUY,129,100
DRREDDY.NS,1/19/21,BUY,5075,2
HDFC.NS,1/19/21,BUY,2590,4
HDFC.NS,1/19/21,BUY,2590,2
HDFC.NS,1/19/21,SELL,2630,4
IOC.NS,1/19/21,BUY,99,110
KOTAKBANK.NS,1/19/21,BUY,1852,5
KOTAKBANK.NS,1/19/21,BUY,1870,6
MCX.NS,1/19/21,BUY,1645,6
MCX.NS,1/19/21,BUY,1650,4
ONGC.NS,1/19/21,SELL,98.5,110
PIIND.NS,1/19/21,SELL,2235,5
RELIANCE.NS,1/19/21,SELL,2019,5
SHILPAMED.NS,1/19/21,SELL,431,13
SOBHA.NS,1/19/21,SELL,465,22
SUNTECK.NS,1/19/21,SELL,369,50
SYMPHONY.NS,1/19/21,SELL,1040,3
TATASTEEL.NS,1/19/21,SELL,674,15
ASIANPAINT.NS,1/20/21,SELL,2685,4
BANDHANBNK.NS,1/20/21,BUY,361,30
BHARTIARTL.NS,1/20/21,SELL,600,12
CCL.NS,1/20/21,BUY,247,25
CCL.NS,1/20/21,BUY,247,25
HEROMOTOCO.NS,1/20/21,SELL,3277,4
INFY.NS,1/20/21,BUY,1326,10
ITC.NS,1/20/21,SELL,218,140
KRBL.NS,1/20/21,BUY,234,22
MCX.NS,1/20/21,SELL,1675,10
MGL.NS,1/20/21,BUY,1090,15
OIL.NS,1/20/21,SELL,116,140
RELIANCE.NS,1/20/21,BUY,2035,10
RELIANCE.NS,1/20/21,BUY,2035,5
TITAN.NS,1/20/21,BUY,1530,10
APLLTD.NS,1/21/21,BUY,942,11
ASIANPAINT.NS,1/21/21,SELL,2725,4
BRITANNIA.NS,1/21/21,SELL,3635,4
COLPAL.NS,1/21/21,BUY,1556,10
HDFC.NS,1/21/21,SELL,2670,10
IDFCFIRSTB.NS,1/21/21,SELL,51.4,125
JUBLFOOD.NS,1/21/21,SELL,2750,4
MCX.NS,1/21/21,SELL,1682,6
MCX.NS,1/21/21,SELL,1685,4
MCX.NS,1/21/21,SELL,1682,6
PIDILITIND.NS,1/21/21,BUY,1760,10
PIDILITIND.NS,1/21/21,SELL,1775,10
RELIANCE.NS,1/21/21,SELL,2106,5
TATASTEEL.NS,1/21/21,BUY,677,15
TITAN.NS,1/21/21,SELL,1521,10
TNPETRO.NS,1/21/21,BUY,42.1,240
AARTIIND.NS,1/22/21,BUY,1185,10
AMBUJACEM.NS,1/22/21,SELL,259,40
ASIANPAINT.NS,1/22/21,BUY,2740,5
ASIANPAINT.NS,1/22/21,BUY,2618,4
ASTRAZEN.NS,1/22/21,BUY,3739,3
BANKBEES.NS,1/22/21,BUY,320.7,40
BANKBEES.NS,1/22/21,SELL,318,40
BEL.NS,1/22/21,SELL,134,50
COALINDIA.NS,1/22/21,SELL,135,70
CONCOR.NS,1/22/21,SELL,431,12
FINPIPE.NS,1/22/21,BUY,614,13
HDFC.NS,1/22/21,BUY,2630,4
HDFC.NS,1/22/21,BUY,2620,4
HDFC.NS,1/22/21,SELL,2620,4
IOC.NS,1/22/21,SELL,97,110
MCX.NS,1/22/21,BUY,1630,4
RELIANCE.NS,1/22/21,BUY,2050,4
RELIANCE.NS,1/22/21,BUY,2072,10
RELIANCE.NS,1/22/21,SELL,2056,10
AARTIIND.NS,1/25/21,BUY,1148,10
HDFC.NS,1/25/21,SELL,2660,4
HDFC.NS,1/25/21,SELL,2580,4
KOTAKBANK.NS,1/25/21,BUY,1800,10
KOTAKBANK.NS,1/25/21,SELL,1862,10
KOTAKBANK.NS,1/25/21,SELL,1855,15
KOTAKBANK.NS,1/25/21,SELL,1950,10
KOTAKBANK.NS,1/25/21,SELL,1800,6
RELIANCE.NS,1/25/21,SELL,1975,5
RELIANCE.NS,1/25/21,SELL,1970,14
RELIANCE.NS,1/25/21,SELL,1965,6
AMBUJACEM.NS,1/27/21,BUY,253,40
DMART.NS,1/27/21,BUY,2825,2
HDFC.NS,1/27/21,BUY,2528,4
HDFCBANK.NS,1/27/21,BUY,1418,7
ITC.NS,1/27/21,BUY,210,50
ITC.NS,1/27/21,BUY,210,50
KOTAKBANK.NS,1/27/21,BUY,1815,6
RELIANCE.NS,1/27/21,BUY,1895,5
RELIANCE.NS,1/27/21,BUY,1901,5
RELIANCE.NS,1/27/21,BUY,1911,5
TATACONSUM.NS,1/27/21,BUY,584,20
TATAMOTORS.NS,1/27/21,BUY,268,40
TATASTEEL.NS,1/27/21,BUY,640,15
ALKEM.NS,1/28/21,SELL,3052,2
ASIANPAINT.NS,1/28/21,BUY,2430,4
CCL.NS,1/28/21,SELL,242.5,25
COLPAL.NS,1/28/21,SELL,1564,10
DMART.NS,1/28/21,SELL,2850,2
HDFC.NS,1/28/21,BUY,2430,4
HDFCBANK.NS,1/28/21,BUY,1374,4
INFY.NS,1/28/21,SELL,1292,10
KOTAKBANK.NS,1/28/21,BUY,1710,6
KRBL.NS,1/28/21,SELL,234,22
MCX.NS,1/28/21,SELL,1671,4
NAVINFLUOR.NS,1/28/21,BUY,2420,2
NAVINFLUOR.NS,1/28/21,BUY,2360,2
BANKBEES.NS,1/29/21,BUY,306.5,50
BANKBEES.NS,1/29/21,BUY,307,50
BANKBEES.NS,1/29/21,BUY,306,50
MARUTI.NS,1/29/21,BUY,7585,1
PIIND.NS,1/29/21,BUY,2001,5
AARTIIND.NS,2/1/21,SELL,1167,20
BANKBEES.NS,2/1/21,SELL,310.5,50
BANKBEES.NS,2/1/21,SELL,316,50
BHARTIARTL.NS,2/1/21,BUY,554,20
CANBK.NS,2/1/21,BUY,140,75
CASTROLIND.NS,2/1/21,SELL,127,100
DMART.NS,2/1/21,BUY,2690,4
DRREDDY.NS,2/1/21,BUY,4444,1
DRREDDY.NS,2/1/21,BUY,4460,1
GODREJPROP.NS,2/1/21,BUY,1265,10
HDFC.NS,2/1/21,SELL,2460,4
HDFCBANK.NS,2/1/21,SELL,1406,3
HINDUNILVR.NS,2/1/21,BUY,2250,5
INDIAMART.NS,2/1/21,BUY,7825,1
INFY.NS,2/1/21,BUY,1250,10
JKCEMENT.NS,2/1/21,BUY,2150,5
KRBL.NS,2/1/21,SELL,203,28
MARUTI.NS,2/1/21,BUY,7425,1
NH.NS,2/1/21,SELL,449,15
RELIANCE.NS,2/1/21,SELL,1867,5
RELIANCE.NS,2/1/21,SELL,1865,10
SBIN.NS,2/1/21,BUY,285,35
AMBUJACEM.NS,2/2/21,SELL,269,40
APLLTD.NS,2/2/21,BUY,975,10
BANKBEES.NS,2/2/21,SELL,340,25
BANKBEES.NS,2/2/21,SELL,344,25
BHARTIARTL.NS,2/2/21,SELL,585,20
CANBK.NS,2/2/21,SELL,147,75
DMART.NS,2/2/21,SELL,2830,4
FINPIPE.NS,2/2/21,SELL,638,13
HDFC.NS,2/2/21,SELL,2730,4
INDIAMART.NS,2/2/21,SELL,8150,1
IPCALAB.NS,2/2/21,BUY,1890,10
ITC.NS,2/2/21,SELL,221,100
JKCEMENT.NS,2/2/21,SELL,2260,5
KOTAKBANK.NS,2/2/21,SELL,1850,11
NAVINFLUOR.NS,2/2/21,SELL,2498,2
PIIND.NS,2/2/21,BUY,2040,6
RELIANCE.NS,2/2/21,BUY,1902,10
RELIANCE.NS,2/2/21,BUY,1930,5
SBIN.NS,2/2/21,SELL,324,17
SBIN.NS,2/2/21,SELL,318,18
AARTIIND.NS,2/3/21,BUY,1183,10
AMARAJABAT.NS,2/3/21,BUY,945,11
BANDHANBNK.NS,2/3/21,SELL,342,60
BANDHANBNK.NS,2/3/21,SELL,343,30
BANKBEES.NS,2/3/21,BUY,342,30
CADILAHC.NS,2/3/21,BUY,470,25
GLENMARK.NS,2/3/21,BUY,490,25
HDFC.NS,2/3/21,SELL,2690,4
HDFCAMC.NS,2/3/21,BUY,3020,4
HDFCBANK.NS,2/3/21,SELL,1575,4
KOTAKBANK.NS,2/3/21,BUY,1833,6
NAVINFLUOR.NS,2/3/21,BUY,2509,2
PIIND.NS,2/3/21,SELL,2225,10
RELIANCE.NS,2/3/21,SELL,1940,5
SKIPPER.NS,2/3/21,BUY,62.5,120
SKIPPER.NS,2/3/21,BUY,62.5,80
TATASTEEL.NS,2/3/21,SELL,655,15
BANKBEES.NS,2/4/21,SELL,349,30
HDFCBANK.NS,2/4/21,SELL,1563,4
INFY.NS,2/4/21,BUY,1288,10
ITC.NS,2/4/21,SELL,219.5,50
JUBLFOOD.NS,2/4/21,BUY,2760,4
KOTAKBANK.NS,2/4/21,SELL,1902,6
LUPIN.NS,2/4/21,BUY,1045,10
MGL.NS,2/4/21,SELL,1102,15
PFIZER.NS,2/4/21,BUY,4510,2
PIIND.NS,2/4/21,BUY,2201,5
PIIND.NS,2/4/21,SELL,2320,10
RELIANCE.NS,2/4/21,SELL,1915,10
ALKEM.NS,2/5/21,BUY,2963,4
BANDHANBNK.NS,2/5/21,BUY,355,60
BANDHANBNK.NS,2/5/21,SELL,343,60
ITC.NS,2/5/21,BUY,237,50
KOTAKBANK.NS,2/5/21,SELL,1970,5
KOTAKBANK.NS,2/5/21,SELL,1974,5
KOTAKBANK.NS,2/5/21,SELL,1980,6
MARUTI.NS,2/5/21,SELL,7531,2
MCX.NS,2/5/21,BUY,1605,8
RELIANCE.NS,2/5/21,BUY,1937,5
RITES.NS,2/5/21,SELL,256.5,20
TATACONSUM.NS,2/5/21,BUY,595,30
TATASTEEL.NS,2/5/21,BUY,670,15
ASIANPAINT.NS,2/8/21,BUY,2418,5
NAVINFLUOR.NS,2/8/21,SELL,2510,2
RELIANCE.NS,2/8/21,BUY,1953,15
RELIANCE.NS,2/8/21,BUY,1954,5
TATASTEEL.NS,2/8/21,SELL,598,15
AARTIIND.NS,2/9/21,SELL,1233,10
ASIANPAINT.NS,2/9/21,SELL,2517,5
BANDHANBNK.NS,2/9/21,BUY,325,30
BERGEPAINT.NS,2/9/21,BUY,766,15
CCL.NS,2/9/21,BUY,250,25
INDOSTAR.NS,2/9/21,BUY,328,16
INFY.NS,2/9/21,SELL,1330,10
ICIL.NS,2/10/21,BUY,132,100
INDOSTAR.NS,2/10/21,BUY,329,16
KOTAKBANK.NS,2/10/21,BUY,1945,10
M&M.NS,2/10/21,BUY,896,11
GODREJPROP.NS,2/11/21,BUY,757,10
GODREJPROP.NS,2/11/21,BUY,757,3
MCX.NS,2/11/21,BUY,1527,3
MCX.NS,2/11/21,BUY,1527,3
NAVINFLUOR.NS,2/11/21,SELL,2620,2
BANDHANBNK.NS,2/12/21,BUY,338,30
MCX.NS,2/12/21,BUY,1560,8
TNPETRO.NS,2/12/21,SELL,43,240
ADVENZYMES.NS,2/15/21,SELL,367,30
KOTAKBANK.NS,2/15/21,SELL,1992,5
KOTAKBANK.NS,2/15/21,SELL,1885,5
AMARAJABAT.NS,2/16/21,BUY,911,5
AMARAJABAT.NS,2/16/21,BUY,911,6
CPSEETF.NS,2/16/21,BUY,22,1000
HCLTECH.NS,2/16/21,BUY,953,11
INDUSINDBK.NS,2/16/21,BUY,1090,15
INDUSINDBK.NS,2/16/21,SELL,1080,15
JUBLFOOD.NS,2/16/21,SELL,2885,4
TATACONSUM.NS,2/16/21,SELL,625,20
AMBIKCO.NS,2/17/21,BUY,995,5
AMBIKCO.NS,2/17/21,BUY,995,6
GOLDBEES.NS,2/17/21,SELL,40.65,750
HINDUNILVR.NS,2/17/21,SELL,2188,5
INDUSINDBK.NS,2/17/21,BUY,1040,10
TITAN.NS,2/17/21,BUY,1460,10
BODALCHEM.NS,2/18/21,BUY,71,100
GMMPFAUDLR.NS,2/18/21,BUY,4300,2
GMMPFAUDLR.NS,2/18/21,BUY,4330,3
GOLDBEES.NS,2/18/21,SELL,40.46,500
NBCC.NS,2/18/21,BUY,36.8,300
PETRONET.NS,2/18/21,BUY,247.5,40
NEWGEN.NS,2/19/21,BUY,290,20
TATASTEEL.NS,2/19/21,SELL,666,15
ASHIANA.NS,2/22/21,BUY,108,100
GODREJPROP.NS,2/22/21,SELL,1505,13
HDFC.NS,2/22/21,BUY,2690,4
HDFCBANK.NS,2/22/21,BUY,1545,7
HDFCBANK.NS,2/22/21,SELL,1555,7
ICICIBANK.NS,2/22/21,BUY,623,14
ICICIBANK.NS,2/22/21,SELL,608,14
NIFTYBEES.NS,2/22/21,BUY,158,65
NIFTYBEES.NS,2/22/21,SELL,157.2,65
AMBUJACEM.NS,2/23/21,BUY,268,40
BANKBEES.NS,2/23/21,BUY,356,25
BANKBEES.NS,2/23/21,BUY,356,15
HDFC.NS,2/23/21,BUY,2645,4
HDFCBANK.NS,2/23/21,BUY,1544,7
KOTAKBANK.NS,2/23/21,BUY,1908,5
MFSL.NS,2/23/21,BUY,845,12
NIFTYBEES.NS,2/23/21,BUY,157.6,100
JBCHEPHARM.NS,2/24/21,SELL,1118,8
ASHOKLEY.NS,2/25/21,BUY,128.7,80
BANKBEES.NS,2/25/21,SELL,372,15
CIPLA.NS,2/25/21,SELL,808,14
FINPIPE.NS,2/25/21,BUY,620,10
HDFC.NS,2/25/21,SELL,2702,4
IPCALAB.NS,2/25/21,SELL,1870,3
JUSTDIAL.NS,2/25/21,BUY,759,20
STAR.NS,2/25/21,SELL,850,12
VOLTAS.NS,2/25/21,BUY,1038,10
N100.NS,2/26/21,BUY,915,12
AMARAJABAT.NS,3/1/21,SELL,888,17
GMMPFAUDLR.NS,3/1/21,SELL,4330,3
IPCALAB.NS,3/1/21,SELL,1891,5
LAURUSLABS.NS,3/1/21,SELL,367,40
MCX.NS,3/1/21,SELL,1515,11
MINDTREE.NS,3/1/21,BUY,1673,6
ICICIBANK.NS,3/2/21,BUY,612,20
KOLTEPATIL.NS,3/2/21,BUY,248,20
AMARAJABAT.NS,3/3/21,BUY,911,11
ASIANPAINT.NS,3/3/21,SELL,2380,8
ESCORTS.NS,3/3/21,BUY,1342,7
HDFC.NS,3/3/21,BUY,2610,4
JUSTDIAL.NS,3/3/21,SELL,995,20
RBLBANK.NS,3/3/21,BUY,242,50
RELAXO.NS,3/3/21,BUY,853,15
RELIANCE.NS,3/3/21,SELL,2123,15
BHARTIARTL.NS,3/4/21,BUY,542,20
HINDUNILVR.NS,3/5/21,BUY,2202,5
LUMAXIND.NS,3/5/21,BUY,1700,6
AARTIDRUGS.NS,3/8/21,SELL,891,12
BANDHANBNK.NS,3/8/21,SELL,352,30
GOLDBEES.NS,3/8/21,BUY,38.9,300
HDFCAMC.NS,3/8/21,SELL,3160,4
PETRONET.NS,3/8/21,SELL,252,40
BERGEPAINT.NS,3/9/21,SELL,727,15
ICIL.NS,3/9/21,SELL,138,100
KOTAKBANK.NS,3/9/21,BUY,1950,10
MAYURUNIQ.NS,3/9/21,BUY,425,25
PNCINFRA.NS,3/9/21,BUY,272,50
VGUARD.NS,3/9/21,BUY,225,50
DMART.NS,3/10/21,BUY,3155,4
MINDTREE.NS,3/10/21,SELL,1845,3
MINDTREE.NS,3/10/21,SELL,1872,3
WIPRO.NS,3/10/21,BUY,428,40
POWERGRID.NS,3/12/21,BUY,220,50
AJANTPHARM.NS,3/15/21,SELL,1850,4
DELTACORP.NS,3/15/21,BUY ,194,60
HCLTECH.NS,3/16/21,SELL,1016,11
HDFC.NS,3/16/21,BUY,2540,5
INFY.NS,3/16/21,SELL,1395,10
LTI.NS,3/16/21,SELL,4120,2
RELIANCE.NS,3/16/21,SELL,2120,5
TITAN.NS,3/16/21,SELL,1520,10
EIDPARRY.NS,3/17/21,BUY,350,30
HUHTAMAKI.NS,3/17/21,BUY,287,20
HUHTAMAKI.NS,3/17/21,BUY,287,30
MASTEK.NS,3/17/21,BUY,1265,10
HDFCBANK.NS,3/18/21,BUY,1508,8
AUROPHARMA.NS,3/22/21,BUY,842,12
BANDHANBNK.NS,3/22/21,SELL,354,30
CPSEETF.NS,3/22/21,SELL,24,1000
DIVISLAB.NS,3/22/21,BUY,3410,4
GLENMARK.NS,3/22/21,BUY,465,30
IPCALAB.NS,3/22/21,BUY,1865,6
LUPIN.NS,3/22/21,BUY,1012,10
MCX.NS,3/22/21,SELL,1639,3
PIIND.NS,3/22/21,SELL,2280,11
SUNPHARMA.NS,3/22/21,BUY,586,20
APLLTD.NS,3/23/21,BUY,920,15
AARTIIND.NS,3/24/21,SELL,1320,10
AMBUJACEM.NS,3/24/21,SELL,300.9,40
APLLTD.NS,3/24/21,SELL,945,15
ASIANPAINT.NS,3/24/21,SELL,2420,5
INDOSTAR.NS,3/24/21,BUY,326,16
LT.NS,3/24/21,BUY,1400,8
NBCC.NS,3/24/21,SELL,46.05,300
TATACONSUM.NS,3/24/21,SELL,625,30
ALKEM.NS,3/25/21,BUY,2618,4
ASHOKLEY.NS,3/25/21,SELL,108,80
AXISBANK.NS,3/25/21,BUY,680,15
BANDHANBNK.NS,3/25/21,BUY,348,30
BANDHANBNK.NS,3/25/21,SELL,352,30
BANKBEES.NS,3/25/21,BUY,328,30
FEDERALBNK.NS,3/25/21,BUY,75.4,135
FEDERALBNK.NS,3/25/21,SELL,76.5,135
HDFC.NS,3/25/21,BUY,2450,4
HDFCBANK.NS,3/25/21,BUY,1465,7
HINDUNILVR.NS,3/25/21,SELL,2300,5
ICICIBANK.NS,3/25/21,BUY,560,18
JUBLFOOD.NS,3/25/21,BUY,2900,4
KOTAKBANK.NS,3/25/21,BUY,1750,6
POLYCAB.NS,3/25/21,BUY,1370,4
RBLBANK.NS,3/25/21,SELL,211,50
SUNPHARMA.NS,3/25/21,SELL,587,20
TATAMOTORS.NS,3/25/21,SELL,290,40
TTKPRESTIG.NS,3/25/21,SELL,7165,1
VGUARD.NS,3/25/21,SELL,232,50
AXISBANK.NS,3/26/21,SELL,707,15
FINEORG.NS,3/26/21,BUY,2240,5
IDFCFIRSTB.NS,3/26/21,BUY,58,200
LTTS.NS,3/26/21,BUY,2530,2
LTTS.NS,3/26/21,BUY,2530,2
LUMAXIND.NS,3/26/21,BUY,1570,3
LUMAXIND.NS,3/26/21,BUY,1570,3
PSUBNKBEES.NS,3/26/21,BUY,22.8,700
SRF.NS,3/26/21,BUY,5300,2
VAIBHAVGBL.NS,3/26/21,BUY,3850,3
ABFRL.NS,3/30/21,BUY,204.5,50
ADVENZYMES.NS,3/30/21,BUY,353,35
CERA.NS,3/30/21,BUY,3880,3
DRREDDY.NS,3/30/21,SELL,4500,2
HCLTECH.NS,3/30/21,BUY,980,12
IPCALAB.NS,3/30/21,SELL,1938,16
ALKEM.NS,3/31/21,SELL,2746,4
APLLTD.NS,3/31/21,SELL,958,21
AXISBANK.NS,3/31/21,BUY,696,15
LT.NS,3/31/21,SELL,1423,8
LUPIN.NS,3/31/21,SELL,1200,10
LUPIN.NS,3/31/21,BUY,1011,10
RELAXO.NS,3/31/21,SELL,897,15
SHILPAMED.NS,3/31/21,BUY,335,30
CERA.NS,4/1/21,SELL,3980,3
DIVISLAB.NS,4/1/21,SELL,3615,4
HAL.NS,4/1/21,BUY,1030,10
HEROMOTOCO.NS,4/1/21,BUY,2970,5
ICICIBANK.NS,4/1/21,SELL,584,20
LUMAXIND.NS,4/1/21,SELL,1645,6
MARUTI.NS,4/1/21,BUY,6945,2
RELIANCE.NS,4/1/21,BUY,2010,3
APOLLOTYRE.NS,4/5/21,BUY,233,50
APTECHT.NS,4/5/21,BUY,212,50
AVANTIFEED.NS,4/5/21,BUY,435,25
BANKBEES.NS,4/5/21,SELL,328,25
KNRCON.NS,4/5/21,BUY,211,50
MASTEK.NS,4/5/21,SELL,1300,10
PFIZER.NS,4/5/21,SELL,4575,2
RITES.NS,4/5/21,BUY,245,50
SRF.NS,4/5/21,SELL,5620,2
AVANTIFEED.NS,4/6/21,SELL,450,25
BANKBEES.NS,4/6/21,BUY,328,30
BHARTIARTL.NS,4/6/21,SELL,536,20
GLENMARK.NS,4/6/21,SELL,503,25
OFSS.NS,4/6/21,BUY,3280,4
POLYCAB.NS,4/6/21,SELL,1374,4
WIPRO.NS,4/6/21,SELL,428,40
AVANTIFEED.NS,4/7/21,BUY,468,20
BANKBEES.NS,4/7/21,SELL,334,15
BANKBEES.NS,4/7/21,SELL,331,15
DBCORP.NS,4/7/21,BUY,95,110
FLUOROCHEM.NS,4/7/21,BUY,628,15
GAEL.NS,4/7/21,BUY,130,35
HDFC.NS,4/7/21,SELL,2498,4
KOTAKBANK.NS,4/7/21,SELL,1795,5
KOTAKBANK.NS,4/7/21,SELL,1800,5
APLLTD.NS,4/8/21,BUY,980,12
APTECHT.NS,4/8/21,SELL,220,50
AVANTIFEED.NS,4/8/21,SELL,480,20
ESCORTS.NS,4/8/21,BUY,1255,10
HCLTECH.NS,4/8/21,SELL,1040,12
HINDCOPPER.NS,4/8/21,BUY,139,100
IDFCFIRSTB.NS,4/8/21,BUY,58,200
KOTAKBANK.NS,4/8/21,BUY,1795,5
ADVENZYMES.NS,4/9/21,SELL,373,35
ALKEM.NS,4/9/21,SELL,2775,4
APOLLOTYRE.NS,4/9/21,SELL,225,50
CADILAHC.NS,4/9/21,SELL,501,25
GRANULES.NS,4/9/21,BUY,338,30
ITC.NS,4/9/21,SELL,213,50
LUPIN.NS,4/9/21,SELL,1078,10
MINDAIND.NS,4/9/21,BUY,543,10
MINDAIND.NS,4/9/21,BUY,543,10
TATAMOTORS.NS,4/9/21,BUY,320,35
GALAXYSURF.NS,4/12/21,BUY,2610,2
GLENMARK.NS,4/12/21,SELL,533,23
GRANULES.NS,4/12/21,BUY,327,20
GRANULES.NS,4/12/21,BUY,327,10
HDFC.NS,4/12/21,BUY,2440,5
HEROMOTOCO.NS,4/12/21,SELL,2785,5
