TICKER,DATE,TYPE,RATE,QUANTITY
LUPIN.NS,4/12/21,SELL,1090,10
M&M.NS,4/12/21,SELL,765,11
MARUTI.NS,4/12/21,SELL,6550,2
NH.NS,4/12/21,BUY,426,25
STAR.NS,4/12/21,BUY,842,12
TORNTPHARM.NS,4/12/21,BUY,2640,10
AJANTPHARM.NS,4/13/21,SELL,1730,4
ASTRAZEN.NS,4/13/21,SELL,3490,2
AUROPHARMA.NS,4/13/21,SELL,912,12
AXISBANK.NS,4/13/21,BUY,648,15
BAJFINANCE.NS,4/13/21,BUY,4600,2
BANKBEES.NS,4/13/21,BUY,314,35
DIVISLAB.NS,4/13/21,SELL,3745,2
DRREDDY.NS,4/13/21,SELL,4875,2
FDC.NS,4/13/21,SELL,307,30
FINEORG.NS,4/13/21,BUY,2510,2
FINPIPE.NS,4/13/21,SELL,700,23
GALAXYSURF.NS,4/13/21,BUY,2600,2
HCLTECH.NS,4/13/21,BUY,1005,5
HDFCBANK.NS,4/13/21,BUY,1377,8
IEX.NS,4/13/21,BUY,342,15
STAR.NS,4/13/21,SELL,914,12
FINPIPE.NS,4/15/21,BUY,140,65
ABFRL.NS,4/15/21,SELL,174,50
CERA.NS,4/15/21,BUY,3822,4
DIXON.NS,4/15/21,BUY,3498,1
DIXON.NS,4/15/21,BUY,3498,2
FINPIPE.NS,4/15/21,BUY,140,50
GLENMARK.NS,4/15/21,SELL,541,20
GLENMARK.NS,4/15/21,SELL,550,10
INFY.NS,4/15/21,BUY,1340,8
NEWGEN.NS,4/15/21,BUY,295,35
POWERGRID.NS,4/15/21,SELL,210,50
WIPRO.NS,4/15/21,BUY,422,25
DELTACORP.NS,4/16/21,SELL,154,60
EICHERMOT.NS,4/16/21,BUY,2453,4
ESCORTS.NS,4/16/21,SELL,1223,7
HDFC.NS,4/16/21,SELL,2578,5
KIRLOSENG.NS,4/16/21,BUY,161,33
LTI.NS,4/16/21,BUY,4155,3
MAYURUNIQ.NS,4/16/21,SELL,418,25
TATACHEM.NS,4/16/21,BUY,751,15
WIPRO.NS,4/16/21,BUY,456,24
AXISBANK.NS,4/19/21,SELL,634,15
BAJFINANCE.NS,4/19/21,SELL,4410,2
BODALCHEM.NS,4/19/21,SELL,87,100
DRREDDY.NS,4/19/21,BUY,4835,2
DRREDDY.NS,4/19/21,BUY,4835,2
FINEORG.NS,4/19/21,BUY,2400,3
HEG.NS,4/19/21,BUY,2000,3
IEX.NS,4/19/21,BUY,336,15
METROPOLIS.NS,4/19/21,BUY,2460,4
NEWGEN.NS,4/19/21,SELL,330,35
NEWGEN.NS,4/19/21,SELL,322,20
SYNGENE.NS,4/19/21,BUY,586,30
WIPRO.NS,4/19/21,SELL,466,24
CCL.NS,4/20/21,SELL,258,25
CERA.NS,4/20/21,SELL,3900,4
DRREDDY.NS,4/20/21,SELL,5140,2
ICICIPRULI.NS,4/20/21,BUY,480,15
ICICIPRULI.NS,4/20/21,BUY,490,15
IEX.NS,4/20/21,SELL,357,15
JUBLFOOD.NS,4/20/21,SELL,2868,4
KOTAKBANK.NS,4/20/21,SELL,1725,5
SHILPAMED.NS,4/20/21,BUY,404,15
SHILPAMED.NS,4/20/21,SELL,396,30
SHILPAMED.NS,4/20/21,SELL,400,13
ASTRAZEN.NS,4/22/21,SELL,4380,2
ASTRAZEN.NS,4/22/21,SELL,4270,1
EICHERMOT.NS,4/22/21,SELL,2310,4
FLUOROCHEM.NS,4/22/21,SELL,728,15
HDFC.NS,4/22/21,BUY,2428,4
HDFC.NS,4/22/21,SELL,2430,4
HDFCBANK.NS,4/22/21,BUY,1390,8
HDFCBANK.NS,4/22/21,BUY,1392,8
IBULHSGFIN.NS,4/22/21,BUY,171,50
IBULHSGFIN.NS,4/22/21,BUY,170,100
ICICIPRULI.NS,4/22/21,SELL,488,15
MFSL.NS,4/22/21,SELL,855,12
MINDAIND.NS,4/22/21,SELL,533,10
NIFTYBEES.NS,4/22/21,SELL,152.6,100
SHILPAMED.NS,4/22/21,SELL,446,15
SUNPHARMA.NS,4/22/21,BUY,652,15
TATAMOTORS.NS,4/22/21,SELL,298,35
TCS.NS,4/22/21,BUY,3115,4
APLLTD.NS,4/23/21,SELL,1004,12
GRANULES.NS,4/23/21,SELL,333,30
HDFCBANK.NS,4/23/21,SELL,1430,8
IBULHSGFIN.NS,4/23/21,SELL,178,100
ICICIPRULI.NS,4/23/21,SELL,518,15
IDFCFIRSTB.NS,4/23/21,BUY,51,200
JUBLFOOD.NS,4/23/21,BUY,2903,4
KOTAKBANK.NS,4/23/21,SELL,1748,5
LUPIN.NS,4/23/21,BUY,1047,10
MINDTREE.NS,4/23/21,BUY,2040,5
SBILIFE.NS,4/23/21,BUY,927,12
SUNPHARMA.NS,4/23/21,SELL,644,15
AFFLE.NS,4/26/21,BUY,5420,2
APLAPOLLO.NS,4/26/21,BUY,1265,10
ESCORTS.NS,4/26/21,BUY,1142,10
FINPIPE.NS,4/26/21,SELL,147,50
HCLTECH.NS,4/26/21,SELL,932,5
MARUTI.NS,4/26/21,BUY,6752,2
SYNGENE.NS,4/26/21,SELL,599,30
VEDL.NS,4/26/21,BUY,232,50
CASTROLIND.NS,4/27/21,BUY,132,100
COFORGE.NS,4/27/21,BUY,2850,4
EIDPARRY.NS,4/27/21,SELL,323,30
GARFIBRES.NS,4/27/21,BUY,2540,4
HDFCBANK.NS,4/27/21,BUY,1419,10
HEROMOTOCO.NS,4/27/21,BUY,2901,4
HUHTAMAKI.NS,4/27/21,SELL,277,30
ICICIBANK.NS,4/27/21,BUY,593,20
MCX.NS,4/27/21,SELL,1532,3
MOLDTKPAC.NS,4/27/21,SELL,411,30
RATNAMANI.NS,4/27/21,BUY,1945,6
LALPATHLAB.NS,4/28/21,BUY,2860,4
MARUTI.NS,4/28/21,SELL,6555,2
RELIANCE.NS,4/28/21,SELL,1990,3
SBIN.NS,4/28/21,BUY,357,30
TVSMOTOR.NS,4/28/21,BUY,645,15
TVSMOTOR.NS,4/28/21,BUY,645,10
AARTIIND.NS,4/29/21,BUY,1570,8
AFFLE.NS,4/29/21,SELL,5597,2
AMARAJABAT.NS,4/29/21,BUY,821,11
AMARAJABAT.NS,4/29/21,SELL,806,11
BANKBEES.NS,4/29/21,BUY,335.5,30
BANKBEES.NS,4/29/21,SELL,341.5,30
BANKBEES.NS,4/29/21,SELL,339,30
BANKBEES.NS,4/29/21,SELL,338.5,35
HDFC.NS,4/29/21,SELL,2555,4
HDFCBANK.NS,4/29/21,SELL,1485,15
HDFCBANK.NS,4/29/21,SELL,1471,8
HDFCBANK.NS,4/29/21,SELL,1478,9
HEROMOTOCO.NS,4/29/21,SELL,2880,4
IBULHSGFIN.NS,4/29/21,SELL,185,50
ICICIBANK.NS,4/29/21,SELL,622,20
IDFCFIRSTB.NS,4/29/21,SELL,54,200
JUBLFOOD.NS,4/29/21,SELL,2870,4
LUPIN.NS,4/29/21,BUY,1060,10
MCX.NS,4/29/21,SELL,1544,8
PIIND.NS,4/29/21,BUY,2580,4
PSUBNKBEES.NS,4/29/21,SELL,22.8,700
AXISBANK.NS,4/30/21,SELL,715,15
CADILAHC.NS,4/30/21,BUY,565,20
CIPLA.NS,4/30/21,BUY,908,12
ICICIBANK.NS,4/30/21,SELL,614,18
IDFCFIRSTB.NS,4/30/21,SELL,55,200
INFY.NS,4/30/21,BUY,1365,8
KOTAKBANK.NS,4/30/21,SELL,1793,6
LTI.NS,4/30/21,BUY,3890,1
LTI.NS,4/30/21,BUY,3890,2
LTTS.NS,4/30/21,BUY,2660,4
RITES.NS,4/30/21,SELL,238,50
SBIN.NS,4/30/21,SELL,357,30
SUNPHARMA.NS,4/30/21,BUY,648,11
TATACHEM.NS,4/30/21,BUY,775,15
VOLTAS.NS,4/30/21,BUY,972,10
VOLTAS.NS,4/30/21,SELL,959,10
HCLTECH.NS,5/3/21,BUY,900,12
HDFC.NS,5/3/21,BUY,2370,4
TCS.NS,5/3/21,BUY,3020,2
TCS.NS,5/3/21,BUY,3020,2
TECHM.NS,5/3/21,BUY,956,12
AXISBANK.NS,5/4/21,BUY,715,15
ESCORTS.NS,5/4/21,SELL,1134,10
ICICIBANK.NS,5/4/21,BUY,604,15
INDUSINDBK.NS,5/4/21,BUY,932,12
INDUSINDBK.NS,5/4/21,SELL,922,12
LUXIND.NS,5/4/21,BUY,1905,6
NBCC.NS,5/4/21,BUY,42.5,250
RATNAMANI.NS,5/4/21,SELL,1954,6
SBILIFE.NS,5/4/21,SELL,996,12
SBIN.NS,5/4/21,BUY,360,30
ALKEM.NS,5/5/21,BUY,2815,4
AXISBANK.NS,5/5/21,SELL,713,15
CASTROLIND.NS,5/5/21,SELL,125,100
CIPLA.NS,5/5/21,BUY,882,12
LUPIN.NS,5/5/21,SELL,1125,20
AARTIDRUGS.NS,5/6/21,BUY,780,15
ASTRAZEN.NS,5/6/21,BUY,3850,4
COFORGE.NS,5/6/21,SELL,3210,4
ICRA.NS,5/6/21,BUY,3500,4
ITC.NS,5/6/21,BUY,204,50
ITC.NS,5/6/21,BUY,205,50
LUPIN.NS,5/6/21,SELL,1200,10
MINDTREE.NS,5/6/21,SELL,2240,5
SUNPHARMA.NS,5/6/21,SELL,680,11
TATACHEM.NS,5/6/21,SELL,695,30
VAIBHAVGBL.NS,5/6/21,SELL,4275,3
VAIBHAVGBL.NS,5/7/21,BUY,855,15
AMARAJABAT.NS,5/7/21,SELL,785,5
CIPLA.NS,5/7/21,BUY,888,12
GLENMARK.NS,5/7/21,BUY,573,10
GLENMARK.NS,5/7/21,BUY,573,10
HDFC.NS,5/7/21,SELL,2448,5
HDFCBANK.NS,5/7/21,SELL,1421,8
HEROMOTOCO.NS,5/7/21,BUY,2840,4
ICICIBANK.NS,5/7/21,SELL,608,15
INDUSINDBK.NS,5/7/21,SELL,948,10
INFY.NS,5/7/21,BUY,1366,8
KNRCON.NS,5/7/21,SELL,201,50
KOLTEPATIL.NS,5/7/21,SELL,245,20
SOTL.NS,5/7/21,BUY,1065,10
TCS.NS,5/7/21,BUY,3150,4
AMBER.NS,5/10/21,BUY,3020,5
DMART.NS,5/10/21,SELL,2955,4
HDFC.NS,5/10/21,SELL,2545,4
HDFC.NS,5/10/21,SELL,2540,4
IDFCFIRSTB.NS,5/10/21,SELL,56,200
LALPATHLAB.NS,5/10/21,BUY,2902,6
MGL.NS,5/10/21,BUY,1164,10
OFSS.NS,5/10/21,SELL,3680,4
TRIDENT.NS,5/10/21,BUY,16.1,350
TRIDENT.NS,5/10/21,BUY,16.1,350
ALKYLAMINE.NS,5/11/21,BUY,3300,5
ALKEM.NS,5/11/21,SELL,3055,4
ALKYLAMINE.NS,5/11/21,SELL,8250,2
APLLTD.NS,5/11/21,BUY,960,11
DOLLAR.NS,5/11/21,BUY,250,60
HDFC.NS,5/11/21,BUY,2475,4
IPCALAB.NS,5/11/21,BUY,2012,10
METROPOLIS.NS,5/11/21,BUY,2285,4
METROPOLIS.NS,5/11/21,BUY,2285,1
METROPOLIS.NS,5/11/21,BUY,2285,5
PRAJIND.NS,5/11/21,BUY,320,20
TATACHEM.NS,5/11/21,BUY,695,15
TATAMOTORS.NS,5/11/21,BUY,318,35
AJANTPHARM.NS,5/12/21,BUY,1946,15
CADILAHC.NS,5/12/21,SELL,647,20
GMMPFAUDLR.NS,5/12/21,SELL,4480,2
LALPATHLAB.NS,5/12/21,BUY,2792,4
MOTILALOFS.NS,5/12/21,BUY,734,15
NATCOPHARM.NS,5/12/21,BUY,926,11
TECHM.NS,5/12/21,SELL,958,12
VOLTAS.NS,5/12/21,SELL,1010,10
AARTIDRUGS.NS,5/14/21,SELL,833,15
AJANTPHARM.NS,5/14/21,SELL,2035,15
AMBIKCO.NS,5/14/21,SELL,1150,6
HEG.NS,5/14/21,SELL,2103,3
HINDALCO.NS,5/14/21,BUY,373,30
NBCC.NS,5/14/21,SELL,49.2,250
PSUBNKBEES.NS,5/14/21,BUY,24.5,500
PSUBNKBEES.NS,5/14/21,BUY,24.5,500
SAIL.NS,5/14/21,BUY,130,100
TORNTPHARM.NS,5/14/21,SELL,2817,10
APOLLOHOSP.NS,5/17/21,BUY,3140,2
APOLLOHOSP.NS,5/17/21,BUY,3140,2
GARFIBRES.NS,5/17/21,SELL,2654,4
ICICIBANK.NS,5/17/21,BUY,612,15
IPCALAB.NS,5/17/21,SELL,2178,10
NH.NS,5/17/21,SELL,450,25
PIIND.NS,5/17/21,SELL,2700,4
PSUBNKBEES.NS,5/17/21,SELL,24.53,500
SUPREMEIND.NS,5/17/21,BUY,2144,5
SUPREMEIND.NS,5/17/21,BUY,2144,2
SUPREMEIND.NS,5/17/21,BUY,2144,3
TATASTEEL.NS,5/17/21,BUY,1110,10
AXISBANK.NS,5/18/21,BUY,714,15
BANKBEES.NS,5/18/21,BUY,338,40
DBCORP.NS,5/18/21,SELL,87.5,110
HAL.NS,5/18/21,SELL,1010,10
HCLTECH.NS,5/18/21,BUY,930,11
HDFC.NS,5/18/21,SELL,2496,4
RAILTEL.NS,5/18/21,BUY,130,80
RELIANCE.NS,5/18/21,BUY,1975,5
RELIANCE.NS,5/18/21,BUY,1975,5
TATACHEM.NS,5/18/21,SELL,720,15
TATAMOTORS.NS,5/18/21,SELL,327,35
TVSMOTOR.NS,5/18/21,SELL,635,10
CADILAHC.NS,5/19/21,BUY,606,15
HDFCLIFE.NS,5/19/21,BUY,668,15
LALPATHLAB.NS,5/19/21,BUY,2820,4
MCX.NS,5/19/21,SELL,1620,3
PIIND.NS,5/19/21,BUY,2560,4
TVSMOTOR.NS,5/19/21,SELL,649,15
AMBER.NS,5/20/21,SELL,3008,5
APLAPOLLO.NS,5/20/21,SELL,1282,10
APOLLOHOSP.NS,5/20/21,BUY,3235,3
AXISBANK.NS,5/20/21,SELL,711,15
BANKBEES.NS,5/20/21,SELL,338,40
DOLLAR.NS,5/20/21,SELL,260,60
ESCORTS.NS,5/20/21,SELL,1178,10
HDFCBANK.NS,5/20/21,SELL,1465,8
HEROMOTOCO.NS,5/20/21,SELL,2908,4
LUXIND.NS,5/20/21,SELL,2100,6
MCX.NS,5/20/21,SELL,1622,3
ONGC.NS,5/20/21,SELL,112,40
PNCINFRA.NS,5/20/21,SELL,245,50
PRAJIND.NS,5/20/21,SELL,380,20
PSUBNKBEES.NS,5/20/21,SELL,24.5,500
SBIN.NS,5/20/21,SELL,384,30
SOTL.NS,5/20/21,SELL,1140,10
VGUARD.NS,5/20/21,BUY,243,45
WOCKPHARMA.NS,5/20/21,BUY,704,15
AFFLE.NS,5/21/21,BUY,5135,2
ASHIANA.NS,5/21/21,BUY,122,100
BANKBEES.NS,5/21/21,BUY,340,50
BANKBEES.NS,5/21/21,BUY,340,30
BANKBEES.NS,5/21/21,BUY,340,20
JINDALSTEL.NS,5/21/21,BUY,407,30
NATCOPHARM.NS,5/21/21,SELL,952,11
SYMPHONY.NS,5/21/21,BUY,1105,15
APLAPOLLO.NS,5/24/21,BUY,1260,10
CIPLA.NS,5/24/21,SELL,942,12
CIPLA.NS,5/24/21,SELL,938,12
HDFCBANK.NS,5/24/21,BUY,1510,10
HINDCOPPER.NS,5/24/21,BUY,168,60
MOIL.NS,5/24/21,BUY,172,60
TRENT.NS,5/24/21,BUY,833,12
VEDL.NS,5/24/21,BUY,274,50
BANKBEES.NS,5/25/21,SELL,350.4,30
HAL.NS,5/25/21,BUY,1030,10
HINDCOPPER.NS,5/25/21,BUY,172,30
ICICIBANK.NS,5/25/21,SELL,648,15
METROPOLIS.NS,5/25/21,BUY,2370,5
PRAJIND.NS,5/25/21,BUY,340,30
SUPREMEIND.NS,5/25/21,SELL,2198,5
TATACONSUM.NS,5/25/21,BUY,645,15
TATASTEEL.NS,5/25/21,BUY,1105,10
AFFLE.NS,5/26/21,SELL,5250,2
AMARAJABAT.NS,5/26/21,BUY,742,15
APOLLOHOSP.NS,5/26/21,SELL,3198,3
BRITANNIA.NS,5/26/21,BUY,3442,3
HINDALCO.NS,5/26/21,SELL,388,30
HINDCOPPER.NS,5/26/21,SELL,169,90
ITC.NS,5/26/21,SELL,212,50
KEC.NS,5/26/21,BUY,430,25
MINDTREE.NS,5/26/21,BUY,2185,3
MINDTREE.NS,5/26/21,BUY,2185,2
MOIL.NS,5/26/21,SELL,173,60
N100.NS,5/26/21,BUY,987.5,24
NETFIT.NS,5/26/21,BUY,26.9,400
NETFIT.NS,5/26/21,BUY,26.9,600
PIIND.NS,5/26/21,SELL,2560,4
TATASTEEL.NS,5/26/21,SELL,1090,10
TRIDENT.NS,5/26/21,SELL,17.2,350
VEDL.NS,5/26/21,SELL,276,50
AMBIKCO.NS,5/27/21,BUY,1132,10
GALAXYSURF.NS,5/27/21,BUY,3010,6
HDFC.NS,5/27/21,BUY,2557,6
LTTS.NS,5/27/21,SELL,2710,4
MGL.NS,5/27/21,SELL,1185,10
AMBER.NS,5/28/21,BUY,2824,4
HAVELLS.NS,5/28/21,BUY,1025,10
HINDALCO.NS,5/28/21,BUY,395,30
KOTAKBANK.NS,5/28/21,BUY,1780,8
LTI.NS,5/28/21,SELL,3970,3
METROPOLIS.NS,5/28/21,SELL,2590,14
ORIENTELEC.NS,5/28/21,BUY,309,35
RELIANCE.NS,5/28/21,SELL,2085,5
THYROCARE.NS,5/28/21,BUY,1030,10
ASHIANA.NS,5/31/21,SELL,140,100
BALRAMCHIN.NS,5/31/21,BUY,307,35
HCLTECH.NS,5/31/21,SELL,943,11
INDOSTAR.NS,5/31/21,SELL,316,16
INFY.NS,5/31/21,SELL,1397,8
ITC.NS,5/31/21,BUY,216,50
METROPOLIS.NS,5/31/21,SELL,2667,1
TCS.NS,5/31/21,SELL,3162,8
THYROCARE.NS,5/31/21,BUY,1060,10
VGUARD.NS,5/31/21,SELL,280,45
CIPLA.NS,6/1/21,SELL,950,12
VAIBHAVGBL.NS,6/1/21,BUY,842,15
DLF.NS,6/2/21,BUY,290,20
DLF.NS,6/2/21,BUY,290,20
DMART.NS,6/2/21,BUY,3063,4
DWARKESH.NS,6/2/21,BUY,56.2,100
DWARKESH.NS,6/2/21,BUY,56.2,100
LUXIND.NS,6/2/21,BUY,3010,2
LUXIND.NS,6/2/21,BUY,3010,2
APOLLOHOSP.NS,6/3/21,SELL,3380,2
BANKBEES.NS,6/3/21,SELL,357.2,20
ESCORTS.NS,6/3/21,BUY,1205,10
RELIANCE.NS,6/3/21,SELL,2240,5
HDFCLIFE.NS,6/4/21,SELL,685,15
AMARAJABAT.NS,6/7/21,SELL,763,11
AMBIKCO.NS,6/7/21,SELL,1265,10
BALRAMCHIN.NS,6/7/21,SELL,329,35
CADILAHC.NS,6/7/21,SELL,635,15
DMART.NS,6/7/21,SELL,3194,4
HAVELLS.NS,6/7/21,SELL,1063,10
IEX.NS,6/7/21,BUY,365,30
LALPATHLAB.NS,6/7/21,SELL,2980,6
LUMAXIND.NS,6/7/21,SELL,1685,3
DBCORP.NS,6/8/21,BUY,110,100
DWARKESH.NS,6/8/21,SELL,70,100
HAL.NS,6/8/21,SELL,1063,10
INFY.NS,6/8/21,SELL,1413,8
JUBLPHARMA.NS,6/8/21,BUY,796,12
NETFIT.NS,6/8/21,SELL,28.1,600
APLAPOLLO.NS,6/9/21,SELL,1380,10
APLLTD.NS,6/9/21,SELL,994,11
DBCORP.NS,6/9/21,SELL,110,100
DIXON.NS,6/9/21,SELL,4201,2
DLF.NS,6/9/21,SELL,301,20
DRREDDY.NS,6/9/21,SELL,5214,2
GLENMARK.NS,6/9/21,SELL,635,10
GRANULES.NS,6/9/21,SELL,333,10
HINDCOPPER.NS,6/9/21,BUY,161,70
IEX.NS,6/9/21,SELL,364,30
JKCEMENT.NS,6/9/21,BUY,2880,4
JKCEMENT.NS,6/9/21,SELL,2882,4
KEC.NS,6/9/21,SELL,400,25
LTI.NS,6/9/21,SELL,3985,2
LTTS.NS,6/9/21,SELL,2820,2
LUXIND.NS,6/9/21,SELL,3272,2
MINDTREE.NS,6/9/21,SELL,2420,2
MPSLTD.NS,6/9/21,BUY,565,10
RITES.NS,6/9/21,BUY,269,20
SKIPPER.NS,6/9/21,SELL,74,120
SUPREMEIND.NS,6/9/21,SELL,2260,2
SYMPHONY.NS,6/9/21,SELL,1073,15
TCS.NS,6/9/21,SELL,3198,2
THYROCARE.NS,6/9/21,SELL,1082,10
TRENT.NS,6/9/21,SELL,867,12
WOCKPHARMA.NS,6/9/21,SELL,662,15
JKCEMENT.NS,6/10/21,BUY,2870,7
LALPATHLAB.NS,6/10/21,SELL,3110,4
MPSLTD.NS,6/10/21,BUY,566,20
NETFMID150.NS,6/10/21,BUY,103.2,200
POWERGRID.NS,6/10/21,BUY,245,40
POWERGRID.NS,6/10/21,BUY,245,42
TATAPOWER.NS,6/10/21,BUY,127.5,80
TORNTPOWER.NS,6/10/21,BUY,475,43
ALKEM.NS,6/11/21,SELL,3141,2
ASTRAZEN.NS,6/11/21,SELL,3785,4
DEEPAKNTR.NS,6/11/21,BUY,1800,7
GODREJPROP.NS,6/11/21,BUY,1440,10
HCLTECH.NS,6/11/21,BUY,972,15
IDFCFIRSTB.NS,6/11/21,BUY,60.6,200
MOTILALOFS.NS,6/11/21,BUY,810,15
POWERGRID.NS,6/11/21,SELL,247,42
TATAPOWER.NS,6/11/21,BUY,127,80
TATAPOWER.NS,6/11/21,SELL,127,80
APLAPOLLO.NS,12/15/20,BUY,769,10
